NPA,NXX,ESRD,Company,OCN,Status,Remarks
780,511,2100 - 2199,Freedom Mobile Inc.,383F,Assigned,
780,511,2200 - 2299,Freedom Mobile Inc.,383F,Assigned,
780,511,2300 - 2399,Freedom Mobile Inc.,383F,Assigned,
780,511,2400 - 2499,Freedom Mobile Inc.,383F,Assigned,
780,511,2500 - 2599,Freedom Mobile Inc.,383F,Assigned,
780,511,2600 - 2699,Freedom Mobile Inc.,383F,Assigned,
780,511,2700 - 2799,Freedom Mobile Inc.,383F,Assigned,
780,511,2800 - 2899,Freedom Mobile Inc.,383F,Assigned,
780,511,2900 - 2999,Freedom Mobile Inc.,383F,Assigned,
780,511,3000 - 3099,TELUS Mobility,8303,In Service,
780,511,3100 - 3199,TELUS Mobility,8303,In Service,
780,511,3200 - 3299,TELUS Mobility,8303,In Service,
780,511,3300 - 3399,TELUS Mobility,8303,In Service,
780,511,3400 - 3499,TELUS Mobility,8303,In Service,
780,511,3500 - 3599,Bell Mobility,6574,Assigned,
780,511,3600 - 3699,Bell Mobility,6574,Assigned,
780,511,3700 - 3799,Bell Mobility,6574,Assigned,
780,511,3800 - 3899,Bell Mobility,6574,Assigned,
780,511,3900 - 3999,Bell Mobility,6574,Assigned,
780,511,4000 - 4099,Bell Mobility,6574,Assigned,
780,511,4100 - 4199,Bell Mobility,6574,Assigned,
780,511,4200 - 4299,Bell Mobility,6574,Assigned,
780,511,4300 - 4399,Bell Mobility,6574,Assigned,
780,511,4400 - 4499,Bell Mobility,6574,Assigned,
780,511,4500 - 4599,Bell Mobility,6574,Assigned,
780,511,4600 - 4699,Bell Mobility,6574,Assigned,
780,511,4700 - 4799,Bell Mobility,6574,Assigned,
780,511,4800 - 4899,Bell Mobility,6574,Assigned,
780,511,4900 - 4999,Bell Mobility,6574,Assigned,
780,511,5000 - 5099,Rogers Communications Canada Inc. (Wireless),8821,In Service,
780,511,5100 - 5199,Rogers Communications Canada Inc. (Wireless),8821,In Service,
780,511,5200 - 5299,Rogers Communications Canada Inc. (Wireless),8821,In Service,
780,511,5300 - 5399,Rogers Communications Canada Inc. (Wireless),8821,In Service,
780,511,5400 - 5499,Rogers Communications Canada Inc. (Wireless),8821,In Service,
780,511,5500 - 5599,Rogers Communications Canada Inc. (Wireless),8821,In Service,
780,511,5600 - 5699,Rogers Communications Canada Inc. (Wireless),8821,In Service,
780,511,5700 - 5799,Rogers Communications Canada Inc. (Wireless),8821,In Service,
780,511,5800 - 5899,Rogers Communications Canada Inc. (Wireless),8821,In Service,
780,511,5900 - 5999,Rogers Communications Canada Inc. (Wireless),8821,In Service,
780,511,6000 - 6099,Bell Mobility,6574,Assigned,
780,511,6100 - 6199,Bell Mobility,6574,Assigned,
780,511,6200 - 6299,Bell Mobility,6574,Assigned,
780,511,6300 - 6399,Bell Mobility,6574,Assigned,
780,511,6400 - 6499,Bell Mobility,6574,Assigned,
780,511,6500 - 6599,Bell Mobility,6574,Assigned,
780,511,6600 - 6699,Bell Mobility,6574,Assigned,
780,511,6700 - 6799,Bell Mobility,6574,Assigned,
780,511,6800 - 6899,Bell Mobility,6574,Assigned,
780,511,6900 - 6999,Bell Mobility,6574,Assigned,
780,511,7000 - 7099,TELUS Mobility,8301,In Service,
780,511,7100 - 7199,TELUS Mobility,8301,In Service,
780,511,7200 - 7299,TELUS Mobility,8301,In Service,
780,511,7300 - 7399,TELUS Mobility,8301,In Service,
780,511,7400 - 7499,TELUS Mobility,8301,In Service,
780,511,7500 - 7599,TELUS Mobility,8301,In Service,
780,511,7600 - 7699,TELUS Mobility,8301,In Service,
780,511,7700 - 7799,TELUS Mobility,8301,In Service,
780,511,7800 - 7899,TELUS Mobility,8301,In Service,
780,511,7900 - 7999,TELUS Mobility,8301,In Service,
780,511,8000 - 8099,TELUS Mobility,8301,In Service,
780,511,8100 - 8199,TELUS Mobility,8301,In Service,
780,511,8200 - 8299,TELUS Mobility,8301,In Service,
780,511,8300 - 8399,TELUS Mobility,8301,In Service,
780,511,8400 - 8499,TELUS Mobility,8301,In Service,
780,511,8500 - 8599,TELUS Mobility,8301,In Service,
780,511,8600 - 8699,TELUS Mobility,8301,In Service,
780,511,8700 - 8799,TELUS Mobility,8303,Assigned,
780,511,8800 - 8899,TELUS Mobility,8303,Assigned,
780,511,8900 - 8999,TELUS Mobility,8303,Assigned,
780,511,9000 - 9099,TELUS Mobility,8819,In Service,
780,511,9100 - 9199,TELUS Mobility,8819,In Service,
780,511,9200 - 9299,TELUS Mobility,8819,In Service,
780,511,9300 - 9399,TELUS Mobility,8819,In Service,
780,511,9400 - 9499,TELUS Mobility,8819,In Service,
780,511,9500 - 9599,TELUS Mobility,8819,In Service,
780,511,9600 - 9699,TELUS Mobility,8819,In Service,
780,511,9700 - 9799,TELUS Mobility,8819,In Service,
780,511,9800 - 9899,TELUS Mobility,8819,In Service,
780,511,9900 - 9999,TELUS Mobility,8819,In Service,
