NPA,NXX,ESRD,Company,OCN,Status,Remarks
306,211,4700 - 4799,Bell Mobility,6574,Assigned,
306,211,4800 - 4899,Bell Mobility,6574,Assigned,
306,211,4900 - 4999,Bell Mobility,6574,Assigned,
306,211,5000 - 5099,Bell Mobility,6574,Assigned,
306,211,5100 - 5199,Bell Mobility,6574,Assigned,
306,211,5200 - 5299,Bell Mobility,6574,Assigned,
306,211,5300 - 5399,Bell Mobility,6574,Assigned,
306,211,5400 - 5499,Bell Mobility,6574,Assigned,
306,211,5500 - 5599,Bell Mobility,6574,Assigned,
306,211,5600 - 5699,Bell Mobility,6574,Assigned,
306,211,5700 - 5799,Bell Mobility,6574,Assigned,
306,211,5800 - 5899,Bell Mobility,6574,Assigned,
306,211,5900 - 5999,Bell Mobility,6574,Assigned,
306,211,6000 - 6099,Bell Mobility,6574,Assigned,
306,211,6100 - 6199,Bell Mobility,6574,Assigned,
306,211,6200 - 6299,Bell Mobility,6574,Assigned,
306,211,6300 - 6399,Bell Mobility,6574,Assigned,
306,211,6400 - 6499,Bell Mobility,6574,Assigned,
306,211,6500 - 6599,Bell Mobility,6574,Assigned,
306,211,6600 - 6699,Bell Mobility,6574,Assigned,
306,211,6700 - 6799,Bell Mobility,6574,Assigned,
306,211,6800 - 6899,Bell Mobility,6574,Assigned,
306,211,6900 - 6999,Bell Mobility,6574,Assigned,
306,211,7000 - 7099,TELUS Mobility,8303,Assigned,
306,211,7100 - 7199,TELUS Mobility,8303,Assigned,
306,211,7200 - 7299,TELUS Mobility,8303,Assigned,
306,211,7300 - 7399,TELUS Mobility,8303,Assigned,
306,211,7400 - 7499,TELUS Mobility,8303,Assigned,
306,211,7500 - 7599,TELUS Mobility,8303,Assigned,
306,211,7600 - 7699,TELUS Mobility,8303,Assigned,
306,211,7700 - 7799,TELUS Mobility,8303,Assigned,
306,211,7800 - 7899,TELUS Mobility,8303,Assigned,
306,211,7900 - 7999,TELUS Mobility,8303,Assigned,
306,211,8000 - 8099,Bell Mobility,6574,Assigned,
306,211,8100 - 8199,Bell Mobility,6574,Assigned,
306,211,8200 - 8299,Bell Mobility,6574,Assigned,
306,211,8300 - 8399,Bell Mobility,6574,Assigned,
306,211,8400 - 8499,Bell Mobility,6574,Assigned,
306,211,8500 - 8599,Bell Mobility,6574,Assigned,
306,211,8600 - 8699,Bell Mobility,6574,Assigned,
306,211,8700 - 8799,Bell Mobility,6574,Assigned,
306,211,8800 - 8899,Bell Mobility,6574,Assigned,
306,211,8900 - 8999,Bell Mobility,6574,Assigned,
306,211,9000 - 9099,Bell Mobility,6574,Assigned,
306,211,9100 - 9199,Bell Mobility,6574,Assigned,
306,211,9200 - 9299,Bell Mobility,6574,Assigned,
306,211,9300 - 9399,Bell Mobility,6574,Assigned,
306,211,9400 - 9499,Bell Mobility,6574,Assigned,
306,211,9500 - 9599,Bell Mobility,6574,Assigned,
306,211,9600 - 9699,Bell Mobility,6574,Assigned,
306,211,9700 - 9799,Bell Mobility,6574,Assigned,
306,211,9800 - 9899,Bell Mobility,6574,Assigned,
306,211,9900 - 9999,Bell Mobility,6574,Assigned,
306,511,0000 - 0099,TELUS Mobility,8303,Assigned,
306,511,0100 - 0199,TELUS Mobility,8303,Assigned,
306,511,0200 - 0299,TELUS Mobility,8303,Assigned,
306,511,0300 - 0399,TELUS Mobility,8303,Assigned,
306,511,0400 - 0499,TELUS Mobility,8303,Assigned,
306,511,0500 - 0599,TELUS Mobility,8303,Assigned,
306,511,0600 - 0699,TELUS Mobility,8303,Assigned,
306,511,0700 - 0799,TELUS Mobility,8303,Assigned,
306,511,0800 - 0899,TELUS Mobility,8303,Assigned,
306,511,0900 - 0999,TELUS Mobility,8303,Assigned,
306,511,1000 - 1099,SaskTel Mobility,9868,In Service,
306,511,1100 - 1199,SaskTel Mobility,9868,In Service,
306,511,1200 - 1299,SaskTel Mobility,9868,In Service,
306,511,1300 - 1399,SaskTel Mobility,9868,In Service,
306,511,1400 - 1499,SaskTel Mobility,9868,In Service,
306,511,1500 - 1599,SaskTel Mobility,9868,In Service,
306,511,1600 - 1699,SaskTel Mobility,9868,In Service,
306,511,1700 - 1799,SaskTel Mobility,9868,In Service,
306,511,1800 - 1899,SaskTel Mobility,9868,In Service,
306,511,1900 - 1999,SaskTel Mobility,9868,In Service,
306,511,2000 - 2099,SaskTel Mobility,9868,In Service,
306,511,2100 - 2199,SaskTel Mobility,9868,In Service,
306,511,2200 - 2299,SaskTel Mobility,9868,In Service,
306,511,2300 - 2399,SaskTel Mobility,9868,In Service,
306,511,2400 - 2499,SaskTel Mobility,9868,In Service,
306,511,2500 - 2599,SaskTel Mobility,9868,In Service,
306,511,2600 - 2699,SaskTel Mobility,9868,In Service,
306,511,2700 - 2799,SaskTel Mobility,9868,In Service,
306,511,2800 - 2899,SaskTel Mobility,9868,In Service,
306,511,2900 - 2999,SaskTel Mobility,9868,In Service,
306,511,3000 - 3099,SaskTel Mobility,9868,In Service,
306,511,3100 - 3199,SaskTel Mobility,9868,In Service,
306,511,3200 - 3299,SaskTel Mobility,9868,In Service,
306,511,3300 - 3399,SaskTel Mobility,9868,In Service,
306,511,3400 - 3499,SaskTel Mobility,9868,In Service,
306,511,3500 - 3599,SaskTel Mobility,9868,In Service,
306,511,3600 - 3699,SaskTel Mobility,9868,In Service,
306,511,3700 - 3799,SaskTel Mobility,9868,In Service,
306,511,3800 - 3899,SaskTel Mobility,9868,In Service,
306,511,3900 - 3999,SaskTel Mobility,9868,In Service,
306,511,4000 - 4099,SaskTel Mobility,9868,In Service,
306,511,4100 - 4199,SaskTel Mobility,9868,In Service,
306,511,4200 - 4299,SaskTel Mobility,9868,In Service,
306,511,4300 - 4399,SaskTel Mobility,9868,In Service,
306,511,4400 - 4499,SaskTel Mobility,9868,In Service,
306,511,4500 - 4599,SaskTel Mobility,9868,In Service,
306,511,4600 - 4699,SaskTel Mobility,9868,In Service,
306,511,4700 - 4799,SaskTel Mobility,9868,In Service,
306,511,4800 - 4899,SaskTel Mobility,9868,In Service,
306,511,4900 - 4999,SaskTel Mobility,9868,In Service,
306,511,5000 - 5099,Rogers Communications Canada Inc. (Wireless),8821,In Service,
306,511,5100 - 5199,Rogers Communications Canada Inc. (Wireless),8821,In Service,
306,511,5200 - 5299,Rogers Communications Canada Inc. (Wireless),8821,In Service,
306,511,5300 - 5399,Rogers Communications Canada Inc. (Wireless),8821,In Service,
306,511,5400 - 5499,Rogers Communications Canada Inc. (Wireless),8821,In Service,
306,511,5500 - 5599,Rogers Communications Canada Inc. (Wireless),8821,In Service,
306,511,5600 - 5699,Rogers Communications Canada Inc. (Wireless),8821,In Service,
306,511,5700 - 5799,Rogers Communications Canada Inc. (Wireless),8821,In Service,
306,511,5800 - 5899,Rogers Communications Canada Inc. (Wireless),8821,In Service,
306,511,5900 - 5999,Rogers Communications Canada Inc. (Wireless),8821,In Service,
306,511,6000 - 6099,Freedom Mobile Inc.,383F,Assigned,
306,511,6100 - 6199,Freedom Mobile Inc.,383F,Assigned,
306,511,6200 - 6299,Freedom Mobile Inc.,383F,Assigned,
306,511,6300 - 6399,Freedom Mobile Inc.,383F,Assigned,
306,511,6400 - 6499,Freedom Mobile Inc.,383F,Assigned,
306,511,6500 - 6599,Freedom Mobile Inc.,383F,Assigned,
306,511,6600 - 6699,Bell Mobility,6574,Assigned,
306,511,6700 - 6799,TELUS Mobility,8303,Assigned,
306,511,6800 - 6899,TELUS Mobility,8303,Assigned,
306,511,6900 - 6999,TELUS Mobility,8303,Assigned,
306,511,7000 - 7099,TELUS Mobility,8303,Assigned,
306,511,7100 - 7199,TELUS Mobility,8303,Assigned,
306,511,7200 - 7299,TELUS Mobility,8303,Assigned,
306,511,7300 - 7399,TELUS Mobility,8303,Assigned,
306,511,7400 - 7499,TELUS Mobility,8303,Assigned,
306,511,7500 - 7599,TELUS Mobility,8303,Assigned,
306,511,7600 - 7699,TELUS Mobility,8303,Assigned,
306,511,7700 - 7799,TELUS Mobility,8303,Assigned,
306,511,7800 - 7899,TELUS Mobility,8303,Assigned,
306,511,7900 - 7999,TELUS Mobility,8303,Assigned,
306,511,8000 - 8099,Bell Mobility,6574,In Service,
306,511,8100 - 8199,Bell Mobility,6574,In Service,
306,511,8200 - 8299,Bell Mobility,6574,In Service,
306,511,8300 - 8399,Bell Mobility,6574,In Service,
306,511,8400 - 8499,Bell Mobility,6574,In Service,
306,511,8500 - 8599,Bell Mobility,6574,In Service,
306,511,8600 - 8699,Bell Mobility,6574,In Service,
306,511,8700 - 8799,Bell Mobility,6574,In Service,
306,511,8800 - 8899,Bell Mobility,6574,In Service,
306,511,8900 - 8999,Bell Mobility,6574,In Service,
306,511,9000 - 9099,Bell Mobility,6574,In Service,
306,511,9100 - 9199,Bell Mobility,6574,In Service,
306,511,9200 - 9299,Bell Mobility,6574,In Service,
306,511,9300 - 9399,Bell Mobility,6574,In Service,
306,511,9400 - 9499,Bell Mobility,6574,In Service,
306,511,9500 - 9599,Bell Mobility,6574,In Service,
306,511,9600 - 9699,Bell Mobility,6574,In Service,
306,511,9700 - 9799,Bell Mobility,6574,In Service,
306,511,9800 - 9899,Bell Mobility,6574,In Service,
306,511,9900 - 9999,Bell Mobility,6574,In Service,
